study_id,DOI,site_id,impact_class,core_id,corenotes,Habitat_type,Habitat,Year_collected,Latitude,Longitude,U_depth_m,L_depth_m,U_depth_m_decompressed,L_depth_m_decompressed,OC_perc,N_perc,BD_reported_g_cm3,carbon_burial_rate,carbon_burial_rate_uncertainty,nitrogen_burial_rate,nitrogen_burial_rate_uncertainty
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_deforested,deforested,De_30,NA,"Bruguiera gymnorhiza, basin",mangrove,2016,-13.54721567,48.5262637,0.195,0.2,0.3153475,0.323515,5.809976637137138,0.18199021161536627,0.79726524,NA,NA,NA,NA
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_deforested,deforested,De_30,NA,"Bruguiera gymnorhiza, basin",mangrove,2016,-13.54721567,48.5262637,0.2,0.21,0.323515,0.3374999999999999,6.300904016748878,0.19573752271314526,0.688788146,NA,NA,NA,NA
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_deforested,deforested,De_30,NA,"Bruguiera gymnorhiza, basin",mangrove,2016,-13.54721567,48.5262637,0.21,0.22,0.3374999999999999,0.3538749999999999,5.85366726,0.1735546942702484,0.6102871647176215,NA,NA,NA,NA
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_deforested,deforested,De_30,NA,"Bruguiera gymnorhiza, basin",mangrove,2016,-13.54721567,48.5262637,0.22,0.23,0.3538749999999999,0.3702499999999999,6.896011999570907,0.18070913112891382,0.6921004237055468,NA,NA,NA,NA
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_deforested,deforested,De_30,NA,"Bruguiera gymnorhiza, basin",mangrove,2016,-13.54721567,48.5262637,0.23,0.24,0.3702499999999999,0.38662499999999994,7.461458802601716,0.2205385030334658,0.6308232864068982,NA,NA,NA,NA
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_deforested,deforested,De_30,NA,"Bruguiera gymnorhiza, basin",mangrove,2016,-13.54721567,48.5262637,0.24,0.25,0.38662499999999994,0.4029999999999999,6.789734442063623,0.1736252639974059,0.6738828964005432,NA,NA,NA,NA
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_deforested,deforested,De_30,NA,"Bruguiera gymnorhiza, basin",mangrove,2016,-13.54721567,48.5262637,0.25,0.26,0.4029999999999999,0.41937499999999994,NA,NA,0.7079993566262773,NA,NA,NA,NA
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_deforested,deforested,De_30,NA,"Bruguiera gymnorhiza, basin",mangrove,2016,-13.54721567,48.5262637,0.26,0.27,0.41937499999999994,0.43574999999999986,NA,NA,0.7490716000048309,NA,NA,NA,NA
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_deforested,deforested,De_30,NA,"Bruguiera gymnorhiza, basin",mangrove,2016,-13.54721567,48.5262637,0.27,0.28,0.43574999999999986,0.4521249999999999,NA,NA,0.6725579853238157,NA,NA,NA,NA
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_deforested,deforested,De_30,NA,"Bruguiera gymnorhiza, basin",mangrove,2016,-13.54721567,48.5262637,0.28,0.29,0.4521249999999999,0.4684999999999999,NA,NA,0.7026997123193671,NA,NA,NA,NA
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_deforested,deforested,De_30,NA,"Bruguiera gymnorhiza, basin",mangrove,2016,-13.54721567,48.5262637,0.29,0.3,0.4684999999999999,0.4848749999999999,8.345710244048819,0.23731258001096261,0.6778576296307258,NA,NA,NA,NA
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_deforested,deforested,De_30,NA,"Bruguiera gymnorhiza, basin",mangrove,2016,-13.54721567,48.5262637,0.3,0.31,0.4848749999999999,0.50125,NA,NA,0.6059812037182569,NA,NA,NA,NA
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_deforested,deforested,De_30,NA,"Bruguiera gymnorhiza, basin",mangrove,2016,-13.54721567,48.5262637,0.31,0.32,0.50125,0.5176249999999999,NA,NA,0.8100175095342975,NA,NA,NA,NA
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_deforested,deforested,De_30,NA,"Bruguiera gymnorhiza, basin",mangrove,2016,-13.54721567,48.5262637,0.32,0.33,0.5176249999999999,0.5339999999999999,NA,NA,0.5622591381862482,NA,NA,NA,NA
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_deforested,deforested,De_30,NA,"Bruguiera gymnorhiza, basin",mangrove,2016,-13.54721567,48.5262637,0.33,0.34,0.5339999999999999,0.5503749999999998,NA,NA,0.7371474,NA,NA,NA,NA
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_deforested,deforested,De_30,NA,"Bruguiera gymnorhiza, basin",mangrove,2016,-13.54721567,48.5262637,0.34,0.35,0.5503749999999998,0.5667499999999999,8.016703650149477,0.22340601712067773,0.8938181351373142,NA,NA,NA,NA
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_deforested,deforested,De_30,NA,"Bruguiera gymnorhiza, basin",mangrove,2016,-13.54721567,48.5262637,0.35,0.36,0.5667499999999999,0.5831249999999999,NA,NA,0.6566590524030852,NA,NA,NA,NA
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_deforested,deforested,De_30,NA,"Bruguiera gymnorhiza, basin",mangrove,2016,-13.54721567,48.5262637,0.36,0.37,0.5831249999999999,0.5994999999999999,NA,NA,0.7417845890828294,NA,NA,NA,NA
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_deforested,deforested,De_30,NA,"Bruguiera gymnorhiza, basin",mangrove,2016,-13.54721567,48.5262637,0.37,0.38,0.5994999999999999,0.615875,NA,NA,0.82028557,NA,NA,NA,NA
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_deforested,deforested,De_30,NA,"Bruguiera gymnorhiza, basin",mangrove,2016,-13.54721567,48.5262637,0.38,0.39,0.615875,0.6322499999999999,NA,NA,0.5609342271095207,NA,NA,NA,NA
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_deforested,deforested,De_30,NA,"Bruguiera gymnorhiza, basin",mangrove,2016,-13.54721567,48.5262637,0.39,0.4,0.6322499999999999,0.6486249999999998,11.902642772388468,0.17782182631004628,0.8295599479160287,NA,NA,NA,NA
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_deforested,deforested,De_31,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.54815933,48.50848675,0,0.005,0,0.0049865,NA,NA,1.0145506570041112,NA,NA,NA,NA
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_deforested,deforested,De_31,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.54815933,48.50848675,0.005,0.01,0.0049865,0.015826999999999883,3.669488386534002,0.14908386223618839,0.7614926413491515,NA,NA,NA,NA
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_deforested,deforested,De_31,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.54815933,48.50848675,0.01,0.015,0.015826999999999883,0.026667499999999934,NA,NA,1.0198503013110212,NA,NA,NA,NA
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_deforested,deforested,De_31,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.54815933,48.50848675,0.015,0.02,0.026667499999999934,0.037508,3.133738614845919,0.13230994798769166,0.9840777022393777,NA,NA,NA,NA
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_deforested,deforested,De_31,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.54815933,48.50848675,0.02,0.025,0.037508,0.048348499999999885,NA,NA,1.2947693497319848,NA,NA,NA,NA
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_deforested,deforested,De_31,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.54815933,48.50848675,0.025,0.03,0.048348499999999885,0.059188999999999936,2.7344403451308623,0.1110903978995298,0.6720611436700429,NA,NA,NA,NA
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_deforested,deforested,De_31,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.54815933,48.50848675,0.03,0.035,0.059188999999999936,0.0700295,NA,NA,1.0754965665335776,NA,NA,NA,NA
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_deforested,deforested,De_31,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.54815933,48.50848675,0.035,0.04,0.0700295,0.08087,4.651190358645956,0.18418199703543967,0.9330686257853674,NA,NA,NA,NA
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_deforested,deforested,De_31,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.54815933,48.50848675,0.04,0.045,0.08087,0.0917105,NA,NA,1.040386423000298,NA,NA,NA,NA
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_deforested,deforested,De_31,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.54815933,48.50848675,0.045,0.05,0.0917105,0.10255099999999985,NA,NA,0.9993141796217444,NA,NA,NA,NA
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_deforested,deforested,De_31,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.54815933,48.50848675,0.05,0.055,0.10255099999999985,0.1133914999999999,NA,NA,0.9781156023941038,NA,NA,NA,NA
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_deforested,deforested,De_31,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.54815933,48.50848675,0.055,0.06,0.1133914999999999,0.1242319999999998,3.8535537908370063,0.14364452280261863,0.8866967380999038,NA,NA,NA,NA
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_deforested,deforested,De_31,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.54815933,48.50848675,0.06,0.065,0.1242319999999998,0.13507249999999985,NA,NA,0.8105143511880704,NA,NA,NA,NA
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_deforested,deforested,De_31,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.54815933,48.50848675,0.065,0.07,0.13507249999999985,0.1459129999999999,3.7316517282184174,0.14488560618472474,0.8423122170295313,NA,NA,NA,NA
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_deforested,deforested,De_31,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.54815933,48.50848675,0.07,0.075,0.1459129999999999,0.1567534999999998,NA,NA,0.9251191593250023,NA,NA,NA,NA
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_deforested,deforested,De_31,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.54815933,48.50848675,0.075,0.08,0.1567534999999998,0.16759399999999985,4.715457860274397,0.19209059093034153,1.1755273528265067,NA,NA,NA,NA
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_deforested,deforested,De_31,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.54815933,48.50848675,0.08,0.085,0.16759399999999985,0.1784344999999999,NA,NA,0.9933520797764706,NA,NA,NA,NA
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_deforested,deforested,De_31,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.54815933,48.50848675,0.085,0.09,0.1784344999999999,0.1892749999999998,4.831680883992448,0.1930495881802053,0.8900090157917225,NA,NA,NA,NA
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_deforested,deforested,De_31,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.54815933,48.50848675,0.09,0.095,0.1892749999999998,0.20011549999999986,NA,NA,0.9589043917815544,NA,NA,NA,NA
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_deforested,deforested,De_31,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.54815933,48.50848675,0.095,0.1,0.20011549999999986,0.2109559999999999,3.817989947010711,0.16985341660355247,0.8992833933288154,NA,NA,NA,NA
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_deforested,deforested,De_31,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.54815933,48.50848675,0.1,0.105,0.2109559999999999,0.2217964999999998,NA,NA,1.0556229003826645,NA,NA,NA,NA
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_deforested,deforested,De_31,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.54815933,48.50848675,0.105,0.11,0.2217964999999998,0.23263699999999987,2.9906654127976133,0.1293307034545489,1.1245182763724964,NA,NA,NA,NA
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_deforested,deforested,De_31,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.54815933,48.50848675,0.11,0.115,0.23263699999999987,0.2434774999999999,NA,NA,0.7098211093567777,NA,NA,NA,NA
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_deforested,deforested,De_31,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.54815933,48.50848675,0.115,0.12,0.2434774999999999,0.2543179999999998,2.244608023945585,0.089602035,1.463695512014746,NA,NA,NA,NA
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_deforested,deforested,De_31,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.54815933,48.50848675,0.12,0.125,0.2543179999999998,0.26515849999999985,NA,NA,0.9098826819426357,NA,NA,NA,NA
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_deforested,deforested,De_31,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.54815933,48.50848675,0.125,0.13,0.26515849999999985,0.2759989999999999,4.405359381215618,0.16102551409506147,1.0271373122330225,NA,NA,NA,NA
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_deforested,deforested,De_31,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.54815933,48.50848675,0.13,0.135,0.2759989999999999,0.2868394999999998,NA,NA,0.9211444260948196,NA,NA,NA,NA
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_deforested,deforested,De_31,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.54815933,48.50848675,0.135,0.14,0.2868394999999998,0.2976799999999999,3.9810152514381407,0.14155467144553288,0.8164764510333443,NA,NA,NA,NA
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_deforested,deforested,De_31,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.54815933,48.50848675,0.14,0.145,0.2976799999999999,0.3085204999999999,NA,NA,0.8231010064169819,NA,NA,NA,NA
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_deforested,deforested,De_31,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.54815933,48.50848675,0.145,0.15,0.3085204999999999,0.31936099999999984,4.398302581074329,0.16714322827416997,0.6959095430511385,NA,NA,NA,NA
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_deforested,deforested,De_31,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.54815933,48.50848675,0.15,0.155,0.31936099999999984,0.33020149999999987,NA,NA,1.0430362451537531,NA,NA,NA,NA
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_deforested,deforested,De_31,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.54815933,48.50848675,0.155,0.16,0.33020149999999987,0.3410419999999999,4.474972971883157,0.15748085700366407,0.8012399736509775,NA,NA,NA,NA
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_deforested,deforested,De_31,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.54815933,48.50848675,0.16,0.165,0.3410419999999999,0.3518824999999998,NA,NA,0.9993141796217444,NA,NA,NA,NA
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_deforested,deforested,De_31,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.54815933,48.50848675,0.165,0.17,0.3518824999999998,0.36272299999999985,4.6087692895822645,0.1764110491893556,1.1265056429875877,NA,NA,NA,NA
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_deforested,deforested,De_31,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.54815933,48.50848675,0.17,0.175,0.36272299999999985,0.37356349999999994,NA,NA,0.9092202264042718,NA,NA,NA,NA
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_deforested,deforested,De_31,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.54815933,48.50848675,0.175,0.18,0.37356349999999994,0.3844039999999998,5.069638106352343,0.21562401978436513,0.788653318,NA,NA,NA,NA
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_deforested,deforested,De_31,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.54815933,48.50848675,0.18,0.185,0.3844039999999998,0.3952444999999999,NA,NA,0.9244567037866386,NA,NA,NA,NA
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_deforested,deforested,De_31,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.54815933,48.50848675,0.185,0.19,0.3952444999999999,0.4060849999999999,4.959541311014361,0.22291024892731737,0.6925972653593196,NA,NA,NA,NA
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_deforested,deforested,De_31,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.54815933,48.50848675,0.19,0.195,0.4060849999999999,0.41692549999999984,NA,NA,0.9204819705564559,NA,NA,NA,NA
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_deforested,deforested,De_31,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.54815933,48.50848675,0.195,0.2,0.41692549999999984,0.42776599999999987,5.2142567223517355,0.2003840123789623,0.8794097271779023,NA,NA,NA,NA
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_deforested,deforested,De_31,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.54815933,48.50848675,0.2,0.21,0.42776599999999987,0.44578199999999996,3.3630571798657125,0.1202500327075517,0.9600636889736911,NA,NA,NA,NA
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_deforested,deforested,De_31,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.54815933,48.50848675,0.21,0.22,0.44578199999999996,0.467568,3.366310133,0.13740271089510686,0.9613886000504186,NA,NA,NA,NA
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_deforested,deforested,De_31,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.54815933,48.50848675,0.22,0.23,0.467568,0.489354,3.864959700559517,0.14543577109426606,1.0385646702697977,NA,NA,NA,NA
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_deforested,deforested,De_31,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.54815933,48.50848675,0.23,0.24,0.489354,0.51114,4.320513950920754,0.14767138472365257,0.9941801491994252,NA,NA,NA,NA
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_deforested,deforested,De_31,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.54815933,48.50848675,0.24,0.25,0.51114,0.5329260000000001,4.140750101655935,0.1266766078306015,0.9643696499730555,NA,NA,NA,NA
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_deforested,deforested,De_31,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.54815933,48.50848675,0.25,0.26,0.5329260000000001,0.554712,NA,NA,0.8994490072134064,NA,NA,NA,NA
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_deforested,deforested,De_31,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.54815933,48.50848675,0.26,0.27,0.554712,0.576498,NA,NA,0.9395275672844142,NA,NA,NA,NA
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_deforested,deforested,De_31,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.54815933,48.50848675,0.27,0.28,0.576498,0.598284,NA,NA,1.0624130696508933,NA,NA,NA,NA
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_deforested,deforested,De_31,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.54815933,48.50848675,0.28,0.29,0.598284,0.62007,NA,NA,0.5735208823384323,NA,NA,NA,NA
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_deforested,deforested,De_31,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.54815933,48.50848675,0.29,0.3,0.62007,0.641856,5.622044772,0.12035179866179853,0.8206167981481178,NA,NA,NA,NA
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_deforested,deforested,De_31,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.54815933,48.50848675,0.3,0.31,0.641856,0.663642,NA,NA,0.6304920586377164,NA,NA,NA,NA
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_deforested,deforested,De_31,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.54815933,48.50848675,0.31,0.32,0.663642,0.685428,NA,NA,0.7990869931512954,NA,NA,NA,NA
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_deforested,deforested,De_31,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.54815933,48.50848675,0.32,0.33,0.685428,0.707214,NA,NA,0.8209480259172998,NA,NA,NA,NA
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_deforested,deforested,De_31,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.54815933,48.50848675,0.33,0.34,0.707214,0.7290000000000001,NA,NA,0.925947229,NA,NA,NA,NA
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_deforested,deforested,De_31,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.54815933,48.50848675,0.34,0.35,0.7290000000000001,0.750786,5.3877734467671745,0.15550336729883218,0.70004989,NA,NA,NA,NA
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_deforested,deforested,De_31,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.54815933,48.50848675,0.35,0.36,0.750786,0.7725719999999999,NA,NA,0.8166420649179353,NA,NA,NA,NA
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_deforested,deforested,De_31,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.54815933,48.50848675,0.36,0.37,0.7725719999999999,0.794358,NA,NA,0.7702701772324715,NA,NA,NA,NA
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_deforested,deforested,De_31,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.54815933,48.50848675,0.37,0.38,0.794358,0.816144,NA,NA,0.8365157310688482,NA,NA,NA,NA
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_deforested,deforested,De_31,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.54815933,48.50848675,0.38,0.39,0.816144,0.8379300000000001,NA,NA,0.8997802349825882,NA,NA,NA,NA
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_deforested,deforested,De_31,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.54815933,48.50848675,0.39,0.4,0.8379300000000001,0.8597159999999999,4.501787729012345,0.16300362521820114,0.8908370852146773,NA,NA,NA,NA
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_deforested,deforested,De_31,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.54815933,48.50848675,0.4,0.41,0.8597159999999999,0.881502,NA,NA,0.9252847732095932,NA,NA,NA,NA
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_deforested,deforested,De_31,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.54815933,48.50848675,0.41,0.42,0.881502,0.903288,NA,NA,1.0650628918043483,NA,NA,NA,NA
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_deforested,deforested,De_31,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.54815933,48.50848675,0.42,0.43,0.903288,0.925074,NA,NA,0.8905058574454954,NA,NA,NA,NA
Arias-Ortiz_et_al_2021madagascar,https://doi.org/10.1007/s10021-020-00500-z,Tsimipaika_Bay_deforested,deforested,De_31,NA,"Rhizophora mucronata, basin",mangrove,2016,-13.54815933,48.50848675,0.43,0.44,0.925074,0.94686,NA,NA,0.8520834362203968,NA,NA,NA,NA
